|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
7|2009|I846G|SHC CAPITAL LIMITED|RI ceded - To other countries|8|1455|0|1480|371406|94836|717|2268|12618|23738|12087|0|0|1296|49739|521901
8|2009|I846G|SHC CAPITAL LIMITED|RI ceded - Total (6 to 8)|9|255053|3375|521811|8562825|2998130|128044|435920|377284|5037891|1920795|0|0|247740|7583710|20488868
9|2009|I846G|SHC CAPITAL LIMITED|Net premiums written|10|265000|9385|309039|13594385|2939941|137554|397276|474625|5490727|940127|0|0|239254|7144733|24797313
10|2009|I846G|SHC CAPITAL LIMITED|Premium liabilities at beginning of period|11|136000|4000|67000|2664000|1675000|47000|61000|182000|3177000|341000|0|0|79000|3779000|8433000
11|2009|I846G|SHC CAPITAL LIMITED|Premium liabilities at end of period|12|72902|5000|98947|6570916|1700000|67720|138019|194601|3768908|420007|0|0|90957|4474473|13127977
12|2009|I846G|SHC CAPITAL LIMITED|Premiums earned during the period|13|328098|8385|277092|9687469|2914941|116834|320257|462024|4898819|861120|0|0|227297|6449260|20102336
13|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - Direct business|14|257008|27254|105901|10381357|3834660|62524|118236|180923|3911576|209196|2278668|0|113739|6694102|21481042
14|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted in Singapore|15|7|0|46288|0|258952|0|0|7386|-3472|19846|0|0|1585|25345|330592
15|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted from other countries|17|0|0|295|0|0|0|0|0|0|0|0|0|0|0|295
17|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - Total (15 to 17)|18|7|0|46583|0|258952|0|0|7386|-3472|19846|0|0|1585|25345|330887
18|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded in Singapore|19|179091|11072|119584|3317378|1348730|39784|71556|31267|2560229|163493|2244488|0|64190|5063667|10150862
19|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|969|1942|3455|0|0|1341|4694|0|174291|6595|0|0|5893|186779|199180
20|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded to other countries|21|214|1295|2538|0|0|250|0|0|59573|5132|0|0|2985|67690|71987
21|2009|I846G|SHC CAPITAL LIMITED|Gross claims settled - Total (19 to 21)|22|180274|14309|125577|3317378|1348730|41375|76250|31267|2794093|175220|2244488|0|73068|5318136|10422029
22|2009|I846G|SHC CAPITAL LIMITED|Net claims settled|23|76741|12945|26907|7063979|2744882|21149|41986|157042|1114011|53822|34180|0|42256|1401311|11389900
23|2009|I846G|SHC CAPITAL LIMITED|Claims liabilities at end of period|24|222000|42000|135000|9516000|5832000|18561|16186|1020737|401288|490475|10013|0|92046|2014559|17796306
24|2009|I846G|SHC CAPITAL LIMITED|Claims liabilities at beginning of period|25|361000|129000|119000|11117000|5859000|13700|8800|1216000|213100|287800|3800|0|136000|1856700|19464200
25|2009|I846G|SHC CAPITAL LIMITED|Net claims incurred|26|-62259|-74055|42907|5462979|2717882|26010|49372|-38221|1302199|256497|40393|0|-1698|1559170|9722006
26|2009|I846G|SHC CAPITAL LIMITED|Management Expenses|27|59672|1464|95334|2542368|681348|30475|95603|97750|1208077|328269|0|0|55879|1689975|5196239
27|2009|I846G|SHC CAPITAL LIMITED|Commissions|28|120025|1666|158564|3248080|593916|57482|144346|153588|2877806|466213|0|0|86884|3584491|7908570
28|2009|I846G|SHC CAPITAL LIMITED|Reinsurance commissions|29|83369|4692|235709|1726968|793296|46770|139607|101501|1657930|675943|0|0|131270|2566644|5597055
29|2009|I846G|SHC CAPITAL LIMITED|Net commissions incurred|30|36656|-3026|-77145|1521112|-199380|10712|4739|52087|1219876|-209730|0|0|-44386|1017847|2311515
30|2009|I846G|SHC CAPITAL LIMITED|Other distribution expenses|31|23687|171|19926|68809|160580|8648|39239|26914|180086|100719|0|0|12530|320249|641309
31|2009|I846G|SHC CAPITAL LIMITED|Underwriting gain / (loss)|32|270342|83831|196070|92201|-445489|40989|131304|323494|988581|385365|-40393|0|204972|1862019|2231267
32|2009|I846G|SHC CAPITAL LIMITED|F. NET INVESTMENT INCOME|33|13992|343|22354|596140|159764|7146|22417|22921|283273|76973|0|0|13103|396270|1218426
33|2009|I846G|SHC CAPITAL LIMITED|G. OPERATING RESULT|34|284334|84174|218424|688341|-285725|48135|153721|346415|1271854|462338|-40393|0|218075|2258289|3449693
34|2009|I846G|SHC CAPITAL LIMITED|Net Loss Ratio|35|0.28958867924528303|1.379328716036228|0.08706668090435188|0.5196247568389449|0.9336520698884774|0.1537505270657342|0.10568471289481368|0.3308759547010798|0.20288952628677404|0.0572497120069948|0|0|0.17661564696932966|0.19613203180580716|0.45931992712274916
35|2009|I846G|SHC CAPITAL LIMITED|Movement in Net Claims Liabilities|36|-139000|-87000|16000|-1601000|-27000|4861|7386|-195263|188188|202675|6213|0|-43954|157859|-1667894
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2010|I846G|SHC CAPITAL LIMITED|GWP - Direct business|1|481478|20183|596683|30546092|6922765|352311|933055|973067|10395295|3308496|0|0|641617|15318475|55171042
1|2010|I846G|SHC CAPITAL LIMITED|GWP - RI accepted in Singapore|2|16550|0|418165|0|250847|1843|0|40951|309480|331255|0|0|17819|699505|1386910
2|2010|I846G|SHC CAPITAL LIMITED|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2010|I846G|SHC CAPITAL LIMITED|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2010|I846G|SHC CAPITAL LIMITED|GWP - Total (2 to 4)|5|16550|0|418165|0|250847|1843|0|40951|309480|331255|0|0|17819|699505|1386910
5|2010|I846G|SHC CAPITAL LIMITED|RI ceded - In Singapore|6|224595|4200|581006|10891858|3501999|155812|440529|445891|4341316|2163341|0|0|306433|7256981|23056980
6|2010|I846G|SHC CAPITAL LIMITED|RI ceded - To other ASEAN countries|7|25968|0|61253|227981|51057|17667|51109|6855|453124|201197|0|0|35453|696629|1131664
7|2010|I846G|SHC CAPITAL LIMITED|RI ceded - To other countries|8|1280|0|1607|427464|95733|890|2410|12854|16349|7459|0|0|1697|38359|567743
8|2010|I846G|SHC CAPITAL LIMITED|RI ceded - Total (6 to 8)|9|251843|4200|643866|11547303|3648789|174369|494048|465600|4810789|2371997|0|0|343583|7991969|24756387
9|2010|I846G|SHC CAPITAL LIMITED|Net premiums written|10|246185|15983|370982|18998789|3524823|179785|439007|548418|5893986|1267754|0|0|315853|8026011|31801565
10|2010|I846G|SHC CAPITAL LIMITED|Premium liabilities at beginning of period|11|72902|5000|98947|6570916|1700000|67720|138019|194601|3768908|420007|0|0|90957|4474473|13127977
11|2010|I846G|SHC CAPITAL LIMITED|Premium liabilities at end of period|12|64747|5747|111951|8661999|2648560|78462|120187|256710|4269187|829229|0|0|131670|5486796|17178449
12|2010|I846G|SHC CAPITAL LIMITED|Premiums earned during the period|13|254340|15236|357978|16907706|2576263|169043|456839|486309|5393707|858532|0|0|275140|7013688|27751093
13|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - Direct business|14|14637|7673|54894|13159078|4591637|58775|217357|298989|1859334|252215|258348|0|103333|2772219|20876270
14|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted in Singapore|15|-13|0|117891|0|464706|0|0|32159|38|44618|0|0|9119|85934|668518
15|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|2398|0|0|0|0|4969|7367|7367
16|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - Total (15 to 17)|18|-13|0|117891|0|464706|0|0|34557|38|44618|0|0|14088|93301|675885
18|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded in Singapore|19|8300|3664|125299|4882091|2212366|32028|118568|143718|1134804|178331|254473|0|62366|1773692|9156008
19|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|765|0|13417|26380|-6341|3444|12700|0|130330|13157|0|0|5412|148899|199264
20|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - RI recoveries from business ceded to other countries|21|0|364|45|46164|10775|0|0|0|36038|7554|0|0|52|43644|100992
21|2010|I846G|SHC CAPITAL LIMITED|Gross claims settled - Total (19 to 21)|22|9065|4028|138761|4954635|2216800|35472|131268|143718|1301172|199042|254473|0|67830|1966235|9456264
22|2010|I846G|SHC CAPITAL LIMITED|Net claims settled|23|5559|3645|34024|8204443|2839543|23303|86089|189828|558200|97791|3875|0|49591|899285|12095891
23|2010|I846G|SHC CAPITAL LIMITED|Claims liabilities at end of period|24|222687|36676|164510|12028650|4470002|14355|40976|1005818|341297|553091|1792|0|120746|2022744|19000600
24|2010|I846G|SHC CAPITAL LIMITED|Claims liabilities at beginning of period|25|222000|42000|135000|9516000|5832000|18561|16186|1020737|401288|490475|10013|0|92046|2014559|17796306
25|2010|I846G|SHC CAPITAL LIMITED|Net claims incurred|26|6246|-1679|63534|10717093|1477545|19097|110879|174909|498209|160407|-4346|0|78291|907470|13300185
26|2010|I846G|SHC CAPITAL LIMITED|Management Expenses|27|53612|2173|109246|3288226|772225|38124|100442|109157|1152348|391812|0|0|70987|1724304|6088352
27|2010|I846G|SHC CAPITAL LIMITED|Commissions|28|103690|2847|194632|4528427|716122|84079|153643|190824|3257570|606499|0|0|118415|4173308|9956748
28|2010|I846G|SHC CAPITAL LIMITED|Reinsurance commissions|29|134812|8609|176271|2085585|956342|60750|175570|125867|1837284|815841|0|0|97616|2876608|6474547
29|2010|I846G|SHC CAPITAL LIMITED|Net commissions incurred|30|-31122|-5762|18361|2442842|-240220|23329|-21927|64957|1420286|-209342|0|0|20799|1296700|3482201
30|2010|I846G|SHC CAPITAL LIMITED|Other distribution expenses|31|18039|424|20160|128002|218604|3849|28890|35678|208701|129298|0|0|15861|389538|807506
31|2010|I846G|SHC CAPITAL LIMITED|Underwriting gain / (loss)|32|207565|20080|146677|331543|348109|84644|238555|101608|2114163|386357|4346|0|89202|2695676|4072849
32|2010|I846G|SHC CAPITAL LIMITED|F. NET INVESTMENT INCOME|33|19638|796|40017|1204484|282868|13965|36792|39984|422107|143522|0|0|26003|631616|2230176
33|2010|I846G|SHC CAPITAL LIMITED|G. OPERATING RESULT|34|227203|20876|186694|1536027|630977|98609|275347|141592|2536270|529879|4346|0|115205|3327292|6303025
34|2010|I846G|SHC CAPITAL LIMITED|Net Loss Ratio|35|0.02258057964538863|0.22805480823374835|0.09171334458275604|0.43184031361156755|0.8055845641043536|0.12961593013877687|0.19609937882539458|0.34613743531393937|0.09470670612383537|0.07713720485204544|0|0|0.15700658217588562|0.11204632039502563|0.3803552120783993
35|2010|I846G|SHC CAPITAL LIMITED|Movement in Net Claims Liabilities|36|687|-5324|29510|2512650|-1361998|-4206|24790|-14919|-59991|62616|-8221|0|28700|8185|1204294
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2011|I846G|SHC INSURANCE PTE. LTD.|GWP - Direct business|1|706595|20141|754433|36344949|8030027|406267|953428|1021009|10283303|3333057|0|0|828077|15465446|62681286
1|2011|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted in Singapore|2|87445|0|304164|0|581706|6411|0|20415|279786|645599|0|0|15896|961696|1941422
2|2011|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2011|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2011|I846G|SHC INSURANCE PTE. LTD.|GWP - Total (2 to 4)|5|87445|0|304164|0|581706|6411|0|20415|279786|645599|0|0|15896|961696|1941422
5|2011|I846G|SHC INSURANCE PTE. LTD.|RI ceded - In Singapore|6|273575|4200|523303|12893827|4337970|139218|348796|463736|3129651|2036532|0|0|308070|5937989|24458878
6|2011|I846G|SHC INSURANCE PTE. LTD.|RI ceded - To other ASEAN countries|7|64600|0|100767|245765|53668|33943|82970|6391|662095|378655|0|0|71953|1119094|1700807
7|2011|I846G|SHC INSURANCE PTE. LTD.|RI ceded - To other countries|8|2456|0|2069|460809|100628|1272|2958|11983|16737|8697|0|0|2603|40020|610212
8|2011|I846G|SHC INSURANCE PTE. LTD.|RI ceded - Total (6 to 8)|9|340631|4200|626139|13600401|4492266|174433|434724|482110|3808483|2423884|0|0|382626|7097103|26769897
9|2011|I846G|SHC INSURANCE PTE. LTD.|Net premiums written|10|453409|15941|432458|22744548|4119467|238245|518704|559314|6754606|1554772|0|0|461347|9330039|37852811
10|2011|I846G|SHC INSURANCE PTE. LTD.|Premium liabilities at beginning of period|11|64747|5747|111951|8661999|2648560|78462|120187|256710|4269187|829229|0|0|131670|5486796|17178449
11|2011|I846G|SHC INSURANCE PTE. LTD.|Premium liabilities at end of period|12|119491|5530|134077|10171811|2807699|92559|125182|285083|4744136|986019|0|0|196597|6211835|19668184
12|2011|I846G|SHC INSURANCE PTE. LTD.|Premiums earned during the period|13|398665|16158|410332|21234736|3960328|224148|513709|530941|6279657|1397982|0|0|396420|8605000|35363076
13|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - Direct business|14|28534|210|142635|15204201|4963097|10214|260235|139300|2598346|570401|0|0|158059|3466106|24075232
14|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|1615|0|84155|0|462672|0|0|18980|-51|55380|0|0|9937|84246|632688
15|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - Total (15 to 17)|18|1615|0|84155|0|462672|0|0|18980|-51|55380|0|0|9937|84246|632688
18|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|15615|100|152168|5888025|2796037|5094|127781|79574|1279844|441146|0|0|87574|1888138|10872958
19|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|1989|0|21512|12454|30745|733|19256|0|197669|24562|0|0|10978|233209|319898
20|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|0|10|0|21794|54144|0|0|0|878|2593|0|0|0|3471|79419
21|2011|I846G|SHC INSURANCE PTE. LTD.|Gross claims settled - Total (19 to 21)|22|17604|110|173680|5922273|2880926|5827|147037|79574|1478391|468301|0|0|98552|2124818|11272275
22|2011|I846G|SHC INSURANCE PTE. LTD.|Net claims settled|23|12545|100|53110|9281928|2544843|4387|113198|78706|1119904|157480|0|0|69444|1425534|13435645
23|2011|I846G|SHC INSURANCE PTE. LTD.|Claims liabilities at end of period|24|211905|18421|172920|15723563|5087065|12751|74292|1288101|354349|791913|0|0|131991|2566354|23867271
24|2011|I846G|SHC INSURANCE PTE. LTD.|Claims liabilities at beginning of period|25|222687|36676|164510|12028650|4470002|14355|40976|1005818|341297|553091|1792|0|120746|2022744|19000600
25|2011|I846G|SHC INSURANCE PTE. LTD.|Net claims incurred|26|1763|-18155|61520|12976841|3161906|2783|146514|360989|1132956|396302|-1792|0|80689|1969144|18302316
26|2011|I846G|SHC INSURANCE PTE. LTD.|Management Expenses|27|79502|2017|105990|3638973|862234|41319|95460|104271|1057610|398356|0|0|84501|1644738|6470233
27|2011|I846G|SHC INSURANCE PTE. LTD.|Commissions|28|180484|2840|202172|5412201|874061|93473|158651|188899|3788331|681153|0|0|153000|4811383|11735265
28|2011|I846G|SHC INSURANCE PTE. LTD.|Reinsurance commissions|29|132499|811|218965|2492782|1155490|62851|159101|130204|1518166|824165|0|0|136653|2609188|6831687
29|2011|I846G|SHC INSURANCE PTE. LTD.|Net commissions incurred|30|47985|2029|-16793|2919419|-281429|30622|-450|58695|2270165|-143012|0|0|16347|2202195|4903578
30|2011|I846G|SHC INSURANCE PTE. LTD.|Other distribution expenses|31|13261|487|24814|203083|220547|8214|29816|35943|209527|113828|0|0|20092|379390|879612
31|2011|I846G|SHC INSURANCE PTE. LTD.|Underwriting gain / (loss)|32|256154|29780|234801|1496420|-2930|141210|242369|-28957|1609399|632508|1792|0|194791|2409533|4807337
32|2011|I846G|SHC INSURANCE PTE. LTD.|F. NET INVESTMENT INCOME|33|-1387|-35|-1850|-63501|-15046|-721|-1666|-1820|-18456|-6951|0|0|-1475|-28702|-112908
33|2011|I846G|SHC INSURANCE PTE. LTD.|G. OPERATING RESULT|34|254767|29745|232951|1432919|-17976|140489|240703|-30777|1590943|625557|1792|0|193316|2380831|4694429
34|2011|I846G|SHC INSURANCE PTE. LTD.|Net Loss Ratio|35|0.027668175973569117|0.006273132174894925|0.12280961388157925|0.4080946343712788|0.617760258790761|0.018413817708661254|0.21823236373731453|0.1407188091125915|0.16579856767367335|0.10128816315189623|0|0|0.15052444255625375|0.15278971502691469|0.3549444452091022
35|2011|I846G|SHC INSURANCE PTE. LTD.|Movement in Net Claims Liabilities|36|-10782|-18255|8410|3694913|617063|-1604|33316|282283|13052|238822|-1792|0|11245|543610|4866671
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2012|I846G|SHC INSURANCE PTE. LTD.|GWP - Direct business|1|833309|371830|1014255|39002119|11105975|363157|993710|1583433|12169503|3516337|10000|0|983057|18262330|71946685
1|2012|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted in Singapore|2|181067|0|726757|0|866254|5772|0|44700|287219|999389|0|0|43275|1374583|3154433
2|2012|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|32817|0|0|682|0|521|0|0|0|0|2265|2786|36285
3|2012|I846G|SHC INSURANCE PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2012|I846G|SHC INSURANCE PTE. LTD.|GWP - Total (2 to 4)|5|181067|0|759574|0|866254|6454|0|45221|287219|999389|0|0|45540|1377369|3190718
5|2012|I846G|SHC INSURANCE PTE. LTD.|RI ceded - In Singapore|6|332291|317415|1024422|13817434|5861729|125342|348316|786300|3562300|2250962|8000|0|366745|6974307|28801256
6|2012|I846G|SHC INSURANCE PTE. LTD.|RI ceded - To other ASEAN countries|7|82868|0|172512|253202|73840|30593|87777|9022|822069|438938|0|0|88479|1358508|2059300
7|2012|I846G|SHC INSURANCE PTE. LTD.|RI ceded - To other countries|8|2805|35406|2270|474753|138450|1003|2758|16917|20170|8263|0|0|2812|48162|705607
8|2012|I846G|SHC INSURANCE PTE. LTD.|RI ceded - Total (6 to 8)|9|417964|352821|1199204|14545389|6074019|156938|438851|812239|4404539|2698163|8000|0|458036|8380977|31566163
9|2012|I846G|SHC INSURANCE PTE. LTD.|Net premiums written|10|596412|19009|574625|24456730|5898210|212673|554859|816415|8052183|1817563|2000|0|570561|11258722|43571240
10|2012|I846G|SHC INSURANCE PTE. LTD.|Premium liabilities at beginning of period|11|119491|5530|134077|10171810|2807699|92559|125183|285083|4744136|986019|0|0|196597|6211835|19668184
11|2012|I846G|SHC INSURANCE PTE. LTD.|Premium liabilities at end of period|12|156115|8734|176409|10997986|3439822|79159|124370|403978|5671634|1086899|955|0|226167|7389633|22372228
